"","KH_1KO_L7_trim_paired_alPEv3.BAM","KH_2WT_L2_trim_paired_alPEv3.BAM","KH_3KO_L5_trim_paired_alPEv3.BAM","KH_4WT_L3_trim_paired_alPEv3.BAM","KH_6WT_L6_trim_paired_alPEv3.BAM","KH10KO_L1_trim_paired_alPEv3.BAM","KH7WT_L4_trim_paired_alPEv3.BAM","KH9KO_L8_trim_paired_alPEv3.BAM"
"Mum1l1",2,6,1,4,3,3,2,1
"Trap1a",0,0,0,0,0,0,0,0
"D330045A20Rik",4,7,2,1,7,3,9.33,5
"Rnf128",18.33,3,12,1,5,14,4,7
"Tbc1d8b",932.58,605.83,1210.92,851.75,853.2,728.17,856.7,1064
"Ripply1",0,0,0,0,0,0,0,0
"Cldn2",0,0,0,0,0,0,0,0
"Morc4",1,1,0,1,0,0,0.17,0
"Rbm41",797.53,524.33,853.25,1015.58,960.12,600.1,917.6,773.95
"Nup62cl",0,0,1,0,32,0,0,0
"Pih1h3b",1.39,0,0,0,2,0.83,0,1
"Frmpd3",3,1,0,2,0,1,0,0
"Prps1",1076.33,716.5,1231.33,779.5,658.17,675.58,744.17,924.67
"Tsc22d3",2918,3341.25,2782.5,6058.33,3615,902.08,3150,718.58
"Mid2",46,8,22,2,0,9,0,30
"Tex13",0,0,0.14,0.2,0,0,0,0.17
"Vsig1",0.67,0,0,0,0,0,0,0
"Psmd10",203.5,127.75,170,149.25,144.75,162.75,153.75,184
"Atg4a",285.08,206.25,197.96,331.71,265.54,202.75,284.96,207.79
"Col4a6",2.67,0,2.11,1.64,1,1.33,3.5,2.03
"Col4a5",2.2,1.22,0,0,0.36,0,0.27,0.61
"Irs4",0,0,0,0,1,0,0,0
"Gucy2f",2.38,6.7,0.75,3.42,2.06,2.8,0.43,2.05
"Nxt2",129,74,111,166,118.14,67,101,105
"Kcne1l",2,0,0,0,0,0,0,0
"Acsl4",1357.12,1089,1750.14,1622,1370,1114.17,1578.5,1704
"Gm15032",0.4,0,0.5,1,0.25,1.45,0,0.33
"Tmem164",1237,907,1534,1554,1359.1,1150,1366,1409
"Ammecr1",212.14,196.97,402.1,290.63,294.91,173.21,293.4,289.52
"Rgag1",0,0,0,0,0,0,0,0
"Chrdl1",0,0,0.2,1.12,0,0.11,0,0
"Pak3",5.42,11.25,1.58,9.24,10.45,6.17,1.33,5.14
"Capn6",0,0,0,0,0,0,0,0
"Dcx",0,0,0,0,0,0,0,0
"Alg13",519.86,311.69,435.71,428.51,426.88,382.85,376.47,472.72
"Trpc5",13.35,19,5.2,16.89,12.39,12.42,7.71,15.36
"Trpc5os",0,0,0,0,0,0,0,0
"Zcchc16",4.53,5.82,16.38,10.66,5.69,2.98,10.53,7.29
"Lhfpl1",1.33,0.76,1.5,0,2,1.14,0.33,0.54
"Amot",1,6,4,0,1,3,0,1
"Htr2c",3.61,0.11,0.49,3.67,2.41,7.22,3.45,0.77
"Il13ra2",4,0,0,0,0,0,0,0
"Lrch2",0.5,1,0,0,0.1,0,0,0
"Gm15128",0,0,0.33,0,0.5,0,0,0.7
"Gm15080",0,0,0,0,0,0,0,0
"Gm15107",0,0,0.17,0,0,0,0,0.12
"Gm15114",0,0,0,0,0,0,0,0
"Gm15127",0.33,0,0,0,0,0,0,0
"Luzp4",0.33,0,0,0,0,0,0,0
"Ott",0,0,0,0,0,0,0,0
"Gm15093",0.33,0,0,0,0,0,0,0
"Gm15085",0,0,0,0,0,0,0,0
"Gm10439",0,0,0,0,0,0,0,0.33
"Gm15097",0,0,0.75,1.01,0.44,0.11,0,1
"Gm15091",0,0,0,0,0,0,0,0
"Gm20153",0,0,0,0.33,0,0,1.33,0.17
"Gm15104",1.54,2,1.4,0,0.1,0.44,0.6,0
"Tmem29",236,118,241,230,214.5,157,206,249.33
"Apex2",509.07,338.25,409,536.14,499.67,380.64,393,378.5
"Alas2",0,0,0,0,0,0,0,0
"Pfkfb1",224,88,134,139,119,116,159,140.2
"Tro",1,0,2,0,0,0,1,0
"Maged2",55,25,48,24,33,39.5,46,60
"Itih5l-ps",0,0,0,0,0,0,0,0.17
"Gnl3l",1120.8,790,1447,1356.33,1196.4,775.41,1231.7,1209
"Fgd1",15.57,25.46,13.2,14.49,6.36,9.29,20.7,16.27
"Tsr2",453.83,274.14,360,468,338,302,383,342
"Wnk3",3060.12,1736.61,2231.16,2167.44,2079.7,2424.75,2005.94,1980.1
"Fam120c",674.95,535.41,873.57,753.57,805.81,566.89,697.56,806.94
"Phf8",1052.72,705.29,1716.99,1231.17,1242.93,975.61,1135.94,1474.39
"Huwe1",10228,7062,13865,12855.33,12204.82,8668,11668.5,12680
"Hsd17b10",907,583,726,730,774,630,804,670
"Ribc1",46,28,29,25,21,21,27,26
"Smc1a",4594.34,2710.92,5753.52,4439.85,4349.71,3842.09,4570.7,5544.64
"Gm15266",0,1,0,0,0,0,0,0
"Iqsec2",30.33,9,3.33,11,6,7.31,3,4
"Kdm5c",2049,1690,2709,2977,2875,2633,2810.33,2409
"Tspyl2",1106,797,714,1019.5,907,856.5,846,692
"Gpr173",0,0,0,1,0,0,0,0
"Cldn34a",2,0.5,0,2,0,0,0.25,0
"Shroom2",5.85,2.2,3.2,3.03,2.5,3.2,1.4,4.42
"Gpr143",1,1,0,0,0,0,0,0.25
"Usp51",3,0,0,0,0,0,0,0
"Mageh1",4,4,0,3,1,3,0,3
"Foxr2",0,2,0,0,0,0,0,0
"Rragb",365,214,406,417,430.25,263,403,377
"Klf8",110.48,54,71.12,83.11,68.36,71,85.61,89.07
"Ubqln2",747,596,753,653,677,679,591,636
"Cypt3",0,0,0,0,0,0,0,0
"Kctd12b",19,9,17,33,19,13,29,16
"2210013O21Rik",509,276,484,500,431,417,457,461
"Spin2c",78,74,97,88,108,82,105,75
"Samt1",1,0,0,0,0,0,0,0
"4921511M17Rik",0,0,0,0,0,0,2,0
"Gm10057",0,0,0,0,0,0.2,0,0
"Gm15143",0,0,0,0,0,0,0,0
"Gm5947",0,0,0,0,0,0,0,0
"Gm15140",0,0,0,0,0,0.2,0,0
"Gm5645",0,0,0,0,1.1,0,0,0
"Gm16445",0,0,0,0,0,0,0,0
"4930524N10Rik",0,0,0,0.25,0,0,0,0
"Gm5646",0,0,0,0,0,0,0,0
"Samt4",0,0,0,0,0,0,0,0
"Samt2",0,0,0,0,0,0,0,0
"Gm15142",0,0,0,0,0,0,0,0
"Cldn34b1",0,0,1,1,0,0,1,0
"Magea6",0,0,0,0,0,0,0,0
"Magea3",0,0,0,0,0,0,0,0
"Magea8",0,0,0,0,0,0,0,0
"Magea2",0,0,0,0,0,0,0,0
"Magea5",0,0,0,0,0,0,0,0
"Magea1",0,0,0,0,0,0,0,0
"Cldn34b2",0.71,1.68,4,2.84,11.64,11.27,0.43,2.83
"Sat1",2126.33,1260.33,1419.5,1710.83,1599,1274.17,1434.67,1100.83
"Acot9",854.5,608,1075.5,1013,816.5,655,856,795
"Prdx4",204,102,150,146,105,147,135,177
"Ptchd1",3,0,0,0,0,1,0,0
"Phex",13.17,8.67,6.5,14.17,6.77,10.5,11.62,7.32
"Sms",1363.45,847.72,919.9,1059.03,883.13,973.27,1012.85,852.62
"Mbtps2",563.5,322,730.5,688.2,585,363,523,606
"Yy2",0,0,0,0,0,0,0,0
"Smpx",0,0,0,0,0,0,0,0
"Klhl34",0,0,0,0,0,0,0,0
"Cnksr2",1,3,0,2,1,0,1,3
"Rps6ka3",4024.5,3801,6045.33,6630.75,5917.12,3062.25,5767,5316.25
"Eif1ax",1422.25,735.33,1069.5,842.67,837,1227.92,917.25,1018
"Map7d2",1.5,0,2,0,1.5,8,1,1
"A830080D01Rik",947.5,545.17,923.83,1045.5,938,782.5,1047.83,931
"Sh3kbp1",8252.2,5793.37,9924.35,9633.6,9288.02,6899.57,9148.08,8515.61
"Map3k15",49.5,64.5,44,39.5,50.5,26.92,42.5,28.33
"Pdha1",1575,1121,2023,2059,1772,1396,1946,1887
"Adgrg2",3,0,0,0.11,2,0,0,0
"Phka2",773.17,464.6,583,731.56,552.61,474.75,656.78,531.27
"Ppef1",8.64,2.18,3.5,11,8.95,4.92,7.2,6.25
"Rs1",1,0,0,2,0,0,3,0
"Cdkl5",29,15,44,26,39,27.33,30,45.33
"Gja6",0,0,0,0,0,0,0,0
"Scml2",19.41,11.4,9.85,19.63,15.32,16.06,23.32,12.55
"LOC108168453",2,1,1,1.2,0,0,0,0
"Gm36049",0,0,0,0,0,0,0,0
"Rai2",3,1,0,0,0,0,0,0
"Scml1",0,0,0,0,0,0,0,0
"Nhs",1.62,3.2,1,0.54,0.24,0.92,1.1,1.35
"Reps2",4251.15,2374.89,3843.64,3207.51,3180.77,3403.06,3222.8,3040.26
"Rbbp7",4619,2662,4728.5,3679,3550.5,3855.25,3776.5,4597
"Txlng",746.92,689.75,999.44,1243.5,1166.95,772.57,1004.29,951.82
"Syap1",794,573,846.33,849.5,834,714.5,771.5,811
"Ctps2",1719,1384,1872.93,2384.1,2212,1446,2339,1870.6
"S100g",0,0,0,0,0,0,0,0
"Grpr",7.14,7.38,2,1,3,1,4,2
"Rnf138rt1",0,0,0,0,0,0,0,0
"Ap1s2",812.5,394.5,727.5,748.5,757,512.5,691.5,706
"Zrsr2",1651,1097,1382.5,1798.5,1620,1249,1496.5,1296.5
"Car5b",116.5,14,40,14,13,31.83,8,59.5
"Siah1b",125.17,62,78.33,57.5,77.5,84,81.5,69.83
"Tmem27",0,0,0,0,0,0,0,0
"Ace2",2,0,1,0,2,0,2,0
"Bmx",4,14.57,5,3,0.2,1,2,3
"Pir",26.64,3,0,1,0,3,1,0
"Vegfd",6,6,0,0,0,0,0,0
"Piga",858,865,990,1431.1,1341,696,1439,1151
"Asb11",8,2,12,12,3,3,12,5
"Asb9",0,0.29,0,0.17,0.25,0.17,1,0.45
"Mospd2",378,166.2,309,361,304.11,197.2,344.43,370.67
"Fancb",196,117,207,193,181,121,173,173
"Glra2",0.67,0,0,0,2.14,2.11,0.2,0.5
"Gemin8",195.5,98,244.17,163,153.5,165.83,154,238.5
"Gpm6b",238,59,128,53,38,134,47,126
"Ofd1",935.74,499.5,814.08,897.3,814.45,679.33,818.18,754.53
"Trappc2",125,97,162,124.5,127.5,123.5,140.5,132
"Rab9",371,277,319,292.5,283.5,288.5,229.5,273.5
"Tceanc",211,177,244.17,292,307.24,240.12,351.67,257.14
"Egfl6",0,2,0,0,0,1,0,0
"Gm8817",22,27,32,22,20,18,21,27
"Tmsb4x",104982,57256,65021,65238.2,65924.4,81960,69357.97,66778
"Tlr8",14,2,1,1,0.11,1,0.12,0
"Tlr7",220,61,181,64,60,102,69,157
"Prps2",1915,1155.5,2495,2136.5,2089.5,1745,2014,2135.5
"Gm6744",1,0,0,0,0,0,0,0
"Frmpd4",17.42,17.2,16.68,8.5,9.66,9.04,7.8,21.76
"Msl3",1101,692,1429.14,1146,1232.5,911,1064.12,1220
"Arhgap6",35.38,18.39,13.58,16.88,14.11,6.46,13.23,7.44
"Amelx",0,0,0,0,0,0,0,0
"Hccs",753,465,761,626,604,577,627,678
"LOC101055907",15,3,5,10,5,3,11.14,6
"Mid1",1654.43,146.4,184.87,192.12,148.54,234.34,475.14,139.81
"Asmt",91.63,74,56.95,90,80.13,90.35,78.67,58.45
"Vamp7",428,231.5,517,419,395.5,396,344.5,475.5
"Spry3",0,0,0,0,3,0,0,0
"Tmlhe",274.65,272.62,360.93,458.25,432.2,282.5,354.83,323.12
"Zfy1",2.37,0,1.12,0.6,4.48,1.33,1.05,2.02
"Uba1y",1.5,0.5,0.2,0.67,1.83,0.33,1.33,0
"Kdm5d",1236.5,558,1684,705.33,775,4.33,871.62,1589.5
"Eif2s3y",3504.83,1676.83,3468.33,1524.48,1615.08,17,1867.33,3236
"Uty",865.04,413.67,1031.03,450.95,455.23,4.37,465.99,849.33
"Ddx3y",3207.08,1930.17,4087.64,1811.56,1839.02,29.6,1970.64,3742.15
"Usp9y",6.43,51,192.11,2.33,1.25,0.2,0.17,0
"Zfy2",1.2,0,1.25,1,0.25,0,1,0
"Gm6026",0,0,0,0,0,0,0,0
"Sry",0,0,0,0,0,0,0,0
"Gm16501",0,0,0,0,0,0,0,0
"Gm4064",0.11,0,0,0,0,0,0,0
"Rbmy",0.11,0,0,0,0,0,0,0
"Gm10256",0.11,0,0,0,0,0,0,0
"Gm10352",0.11,0,0,0,0,0,0,0
"Gm21677",0.11,0,0,0,0,0,0,0
"Gm21693",1.71,1,0.7,1.69,0.3,0.31,1.36,0.31
"Gm21704",0.11,0,0,0,0,0,0,0
"Gm21708",0.11,0,0,0,0,0,0,0
"Gm3376",0.11,0,0,0,0,0,0,0
"Gm21064",0,0,0,0,0,0,0,0
"LOC108168642",0,0,0,0,0,0,0,0
"LOC108168658",0,0,0,0,0,0,0,0
"Gm20873",0,0,0,0,0,0,0,0
"LOC108168638",0,0,0,0,0,0,0,0
"LOC108168669",0.5,0,0,0,0,0,0,0
"Gm28998",0.1,0,0,0,0,0,0,0
"Gm20826",0.5,0,0,0,0,0,0,0
"Gm28576",0.1,0,0,0,0.1,0,0,0
"LOC108168578",0,0,0,0,0,0,0,0
"LOC105247282",0,0,0,0,0,0,0,0
"Gm20815",0,0,0,0,0,0,0,0
"Gm21292",0,0,0,0,0,0,0,0
"LOC108168657",0,0,0,0,0,0,0,0
"Gm21310",0.1,0,0,0,0,0,0,0
"LOC108168637",0,0,0,0,0,0,0,0
"Gm20737",0,0,0,0,0,0,0,0
"Gm20777",0.1,0,0,0,0,0,0,0
"Gm20828",0,0,0,0,0,0,0,0
"LOC108168614",0,0,0,0,0,0,0,0
"Gm21379",0,0,0,0,0,0,0,0
"Gm20807",0,0,0,0,0,0,0,0
"Gm21425",0.1,0,0,0,0,0,0,0
"Gm21440",0.1,0,0,0,0,0,0,0
"Gm21454",0,0,0,0,0,0,0,0
"Gm20773",0.1,0,0,0,0,0,0,0
"Gm20836",0,0,0,0,0,0,0,0
"Gm20928",0,0,0,0,0,0,0,0
"Gm30737",0,0,0,0,0,0,0,0
"Gm20822",0,0,0,0,0,0,0,0
"Gm20877",0,0,0,0,0,0,0,0
"Rbm31y",0,0,0,0,0,0,0,0
"Gm20833",0,0,0,0,0,0,0,0
"Gm20772",0.1,0,0,0,0,0,0,0
"Gm20831",0,0,0,0,0,0,0,0
"Ssty1",0.1,0,0,0,0,0,0,0
"Gm20851",0.1,0,0,0,0,0,0,0
"Gm21660",0,0,0,0,0,0,0,0
"Gm21678",0,0,0,0,0,0,0,0
"Gm35134",0.1,0,0,0.2,0,0,0,0
"Gm20910",0.1,0,0,0,0,0,0,0
"LOC108168554",0,0,0,0,0,0,0,0
"Gm20865",0,0,0,0,0,0,0,0
"LOC108168622",0,0,0,0,0,0,0,0
"Gm21366",0.1,0,0,0,0.1,0,0,0
"LOC108168609",0,0,0,0,0,0,0,0
"LOC108168586",0,0,0,0,0,0,0,0
"LOC108168581",0,0,0,0,0,0,0,0
"LOC108168652",0,0,0,0,0,0,0,0
"Gm29740",0.4,0,0,0,0.33,0,0,0
"LOC108168599",0,0,0,0,0,0,0,0
"Gm20809",0,0,0,0,0,0,0,0
"LOC108168584",0,0,0,0,0,0,0,0
"LOC108168583",0,0,0,0,0,0,0,0
"LOC108168585",0,0,0,0,0,0,0,0
"LOC108168626",0,0,0,0,0,0,0,0
"LOC108168552",0.1,0,0,0,0,0,0,0
"LOC108168541",0,0,0,0,0,0,0,0
"LOC108168627",0,0,0,0,0,0,0,0
"LOC108168551",0.1,0,0,0,0.1,0,0,0
"LOC108168542",0,0,0,0,0,0,0,0
"LOC108168573",0,0,0,0,0,0,0,0
"LOC108168537",0,0,0,0,0,0,0,0
"LOC108168628",0,0,0,0,0,0,0,0
"LOC108168547",0,0,0,0,0,0,0,0
"LOC108168572",0,0,0,0,0,0,0,0
"LOC108168538",0,0,0,0,0,0,0,0
"LOC108168653",0,0,0,0,0,0,0,0
"LOC108168506",0.1,0,0,1,0.1,0.1,0,0.1
"Gm21737",0,0,0,0,0,0,0,0
"Gm21756",0,0,0,0,0,0,0,0
"LOC108168640",0,0,0,0,0,0,0,0
"Gm21647",0.1,0,0,0,0,0,0.11,0
"LOC108168664",0,0,0,0,0,0,0,0
"LOC108168607",0,0,0,0,0,0,0,0
"LOC108168615",0,0,0,0,0,0,0,0
"LOC108168545",0.1,0,0,0,0.1,0,0,0
"LOC108168544",0,0,0,0,0,0,0,0
"LOC108168649",0,0,0,0,0,0,0,0
"LOC108168555",0.2,0,0,0,0.1,0,0,0
"Gm20898",0,0,0,0,0,0,0,0
"LOC108168509",0.3,0,0,0,0,0,0,0
"Gm29024",0,0,0,0,0,0,0,0
"Gm21799",0,0,0,0,0,0,0,0
"LOC108168510",0.1,0,0,0,0,0,0,0
"Gm21835",0,0,0,0,0,0,0,0
"Gm20738",0,0,0,0,0,0,0,0
"LOC108168548",0.2,0,0,0,0.1,0,0,0
"Gapdh-ps15",1597.75,431.75,1020.69,611.1,620.77,1028.12,657.94,1007.67
"Gm20901",0.3,0,0,0,0.1,0,0,0
"LOC108168511",0,0,0,0,0.1,0,0,0
"Gm20793",0,0,0,0,0,0,0,0
"Gm20795",0,0,0,0,0,0,0,0
"Gm20827",0.1,0,0,0,0,0,0,0
"Gm21241",0.1,0,0,0,0,0,0,0
"LOC108168661",0,0,0,0,0,0,0,0
"Gm21170",0.3,0,0,0,0,0,0,0
"LOC108168639",0,0,0,0,0,0,0,0
"Gm21191",0.1,0,0,0,0.1,0,0,0
"LOC108168635",0,0,0,0,0,0,0,0
"LOC108168590",0,0,0,0,0,0,0,0
"LOC108168574",0,0,0,0,0,0,0,0
"LOC108168515",0,0,0,0,0,0,0,0
"LOC108168570",0,0,0,0,0,0,0,0
"LOC108168516",0,0,0,0,0,0,0,0
"LOC108168540",0,0,0,0,0,0,0,0
"LOC108168553",0,0,0,0,0,0,0,0
"LOC108168646",0,0,0,0,0,0,0,0
"LOC108168546",0,0,0,0,0,0,0,0
"LOC108168594",0,0,0,0,0,0,0,0
"LOC108168588",0,0,0,0,0,0,0,0
"LOC108168619",0,0,0,0,0,0,0,0
"LOC108168539",0,0,0,0,0,0,0,0
"LOC108168558",0,0,0,0,0.1,0,0,0
"Gm21245",0,0,0,0,0,0,0,0
"LOC108168564",0.1,0,0,0,0.2,0,0,0
"LOC108168660",0,0,0,0,0,0,0,0
"Gm21258",0,0,0,0,0,0,0,0
"LOC108168631",0,0,0,0,0,0,0,0
"LOC108168598",0,0,0,0,0,0,0,0
"LOC108168648",0,0,0,0,0,0,0,0
"Gm20747",0,0,0,0,0,0,0,0
"Gm20929",0,0,0,0,0.1,0,0,0
"LOC108168565",0,0,0,0,0,0,0,0
"LOC108168602",0,0,0,0,0,0,0,0
"LOC108168568",0,0,0,0,0,0,0,0
"Gm20931",0,0,0,0.2,0,0,0,0
"LOC108168625",0,0,0,0,0,0,0,0
"LOC108168575",0,0,0,0,0,0,0,0
"LOC108168569",0,0,0,0,0,0,0,0
"Sly",0,0,0,0,0,0,0,0
"Gm21943",0,0,0,0,0,0,0,0
"Gm21405",0,0,0,0,0,0,0,0
"Gm20794",0.4,0,0,0,0,0,0,0
"LOC105242410",0,0,0,0,0,0,0,0
"Gm21489",0.2,0,0,0,0.1,0,0,0
"LOC108168634",0,0,0,0,0,0,0,0
"LOC108168596",0,0,0,0,0,0,0,0
"LOC108168550",0,0,0,0,0,0,0,0
"LOC108168520",0,0,0,0,0,0,0,0
"Gm20823",0,0,0,0,0,0,0,0
"LOC108168521",0,0,0,0,0,0,0,0
"LOC108168543",0,0,0,0,0,0,0,0
"LOC108168557",0,0,0,0,0,0,0,0
"LOC108168647",0,0,0,0,0,0,0,0
"LOC108168593",0,0,0,0,0,0,0,0
"LOC108168589",0,0,0,0,0,0,0,0
"LOC108168618",0,0,0,0,0,0,0,0
"Gm20907",0,0,0,0,0,0,0,0
"Gm20908",0,0,0,0,0.1,0,0,0
"Gm20921",0,0,0,0,0,0,0,0
"LOC108168595",0,0,0,0,0.2,0,0,0
"LOC108168662",0,0,0,0,0,0,0,0
"Gm20736",0,0,0,0,0,0,0,0
"LOC108168630",0,0,0,0,0,0,0,0
"Gm20934",0,0,0,0,0,0,0,0
"LOC108168650",0,0,0,0,0,0,0,0
"Gm20852",0,0,0,0,0,0,0,0
"Ssty2",0,0,0,0,0,0,0,0
"LOC108168597",0,0,0,0,0,0,0,0
"LOC108168591",0,0,0,0,0,0,0,0
"LOC108168524",0.2,0,0,0,0.2,0,0,0
"LOC108168587",0,0,0,0,0,0,0,0
"LOC108168632",0,0,0,0,0,0,0,0
"LOC108168525",0,0,0,0,0.3,0,0,0
"LOC108168549",0,0,0,0,0,0,0,0
"Gm20816",0,0,0,0,0,0,0,0
"LOC108168663",0,0,0,0,0,0,0,0
"LOC108168603",0,0,0,0,0,0,0,0
"LOC108168608",0,0,0,0,0,0,0,0
"LOC108168604",0,0,0,0,0,0,0,0
"LOC108168600",0,0,0,0,0,0,0,0
"Gm21672",0,0,0,0,0,0,0,0
"Gm21118",0,0,0,0,0,0,0,0
"LOC108168527",0,0,0,0,0,0,0,0
"LOC108168613",0,0,0,0,0,0,0,0
"LOC108168528",0,0,0,0,0,0,0,0
"Gm20870",0,0,0,0,0,0,0,0
"Gm20842",0,0,0,0,0,0,0,0
"LOC108168530",0,0,0,0,0.2,0,0,0
"LOC108168612",0,0,0,0,0,0,0,0
"Gm20845",0,0,0,0,0,0,0,0
"LOC108168580",0,0,0,0,0,0,0,0
"LOC108168624",0,0,0,0,0,0,0,0
"LOC108168623",0,0,0,0,0,0,0,0
"LOC108168651",0,0,0,0,0,0,0,0
"Gm21683",0,0,0,0,0,0,0,0
"LOC108168561",0,0,0,0,0,0,0,0
"Gm20903",0,0,0,0,0.1,0,0,0
"LOC108168601",0,0,0,0,0,0,0,0
"LOC108168562",0,0,0,0,0,0,0,0
"LOC108168670",0,0,0,0,0,0,0,0
"LOC108168671",0,0,0,0,0,0,0,0
"LOC108167378",0,0,0,0,0,0,0,0
"LOC108168576",0,0,0,0,0,0,0,0
"Gm20850",0,0,0,0,0,0,0,0
"LOC108168605",0,0,0,0,0,0,0,0
"LOC108168659",0,0,0,0,0,0,0,0
"Gm21180",0,0,0,0,0,0,0,0
"LOC108168556",0,0,0,0,0,0,0,0
"LOC108168532",0,0,0,0.2,0,0,0,0
"LOC108168533",0,0,0,0.2,0,0,0,0
"Gm20867",0,0,0,0,0,0,0,0
"Gm21658",0,0,0,0,0,0,0,0
"LOC108168592",0,0,0,0,0,0,0,0
"LOC108168606",0,0,0,0,0,0,0,0
"Gm20806",0,0,0,0,0,0,0,0
"LOC108168610",0,0,0,0,0,0,0,0
"Gm20917",0,0,0,0,0,0,0,0
"Gm20916",0,0,0,0,0,0,0,0
"Gm21242",0,0,0,0,0,0,0,0
"Gm21248",0,0,0,0,0,0,0,0
"LOC108168621",0,0,0,0,0,0,0,0
"LOC108168617",0,0,0,0,0,0,0,0
"LOC108168563",0,0,0,0,0,0,0,0
"LOC108168656",0,0,0,0,0,0,0,0
"LOC108168582",0,0,0,0,0.1,0,0,0
"LOC108168655",0,0,0,0,0,0,0,0
"LOC108168629",0,0,0,0,0,0,0,0
"Gm21317",0.14,0,0,0.2,0,0,0,0
"LOC108168616",0,0,0,0,0,0,0,0
"LOC108168611",0,0,0,0,0,0,0,0
"LOC105247287",0,0,0,0,0,0,0,0
"LOC108168571",0,0,0,0,0,0,0,0
"LOC108168668",0,0,0,0,0,0,0,0
"Gm21095",0,0,0,0,0.1,0,0,0
"LOC108168567",0,0,0,0,0,0,0,0
"LOC108168579",0,0,0,0,0,0,0,0
"Gm21409",0,0,0,0,0,0,0,0
"LOC108168620",0,0,0,0,0,0,0,0
"Gm20854",0,0,0,0,0,0,0,0
"LOC108168577",0,0,0,0,0,0,0,0
"Gm20820",0,0,0,0,1,0,0,0
"LOC108168667",0,0,0,0,0,0,0,0
"LOC108168566",0,0,0,0,0,0,0,0
"LOC108168666",0,0,0,0,0,0,0,0
"LOC108168665",0,0,0,0,0,0,0,0
"LOC108168559",0,0,0,0,0,0,0,0
"Gm20906",0.14,0,0,0.2,0,0,0,0
"Gm20819",0,0,0,0,0,0,0,0
"LOC108168654",0,0,0,0,0,0,0,0
"Gm21996",0,0.22,0,0,0,0,0,0
"Gm20879",0,0,0,0,0,0,0,0
"LOC108168641",0,0,0,0,0,0,0,0
"LOC108168534",20.08,31.33,12,22.33,23.28,23.72,82.92,6.17
"LOC108168644",8.67,11,7,7.5,14.25,7,11.5,0.56
"LOC100861691",0,0,0,0,0,0,0,0
"Rims1_1",1.81,0.12,1.3,2.68,0.17,0.85,0.74,0.46
"Cd28_1",1182.87,541.83,1644.45,828.71,922.88,856.13,676.27,1147.87
"Ctla4_1",1031.65,125.67,381.77,71.67,30.17,305.5,37,272.66
"Icos_1",718.47,147,435.47,211.75,211.72,563.71,216.58,684.66
"Desi2_1",669.02,320.62,811,602.51,534.19,518.73,547.53,705.98
"Cox20_1",930.42,511.67,544.33,919.25,973.17,731.75,981.25,623.42
"Hnrnpu_1",7159.12,4215.25,6604.25,6160.5,5892.75,6121.75,5565.5,6193.5
"Nek2_1",230.42,28.75,185.17,36.42,31.75,82.08,35.08,120.17
"Slc30a1_1",173.25,157.25,210,207,212.25,122.5,207.25,155.75
"Rd3_1",6.25,7.25,3,4.5,4.75,4.25,5,5.25
"Traf5_1",1191.16,773.41,1002.1,1152.88,1026,904.14,1030.97,995.31
"Rcor3_1",72.25,54.5,47.5,51.5,45,55,41.25,46.5
"Mtch2_1",353.58,185.14,311.45,298.91,272,289.73,275.08,279.87
"C1qtnf4_1",4,2,4,3.5,3,6.5,1,2.5
"Ndufs3_1",568.16,380.89,463.05,574.69,593.33,506.11,583.28,530.08
"Kbtbd4_1",234,136.25,240,242.25,242.25,213.75,225.25,225.25
"Ptpmt1_1",220.75,102.25,164.25,119,142.25,171.5,149.5,160.25
"Celf1_1",1714.42,1469.7,3081.6,2408.35,2403.5,1749.5,2355.25,2788
"Rapsn_1",13,8.75,6.5,1.5,3.5,5.25,3.5,5
"Gatm_1",145.75,10.75,2.5,0,0,3.5,0.25,3.75
"Spata5l1_1",1047.5,698.25,891.5,1069.5,1033.5,962,1062.75,794.75
"AA467197_1",11.5,10.25,3.75,6.75,6.5,3.75,10.75,5.25
"Slc30a4_1",96.08,108.5,147,139.58,116.83,80.25,121.75,130.33
"LOC100038947_1",44.7,2.38,0,0.67,0,0.11,0.33,0.5
"Intu_1",14.2,11.25,10,14.5,13.15,11,8,14.25
"Slc25a31_1",0,0,0,1,0.5,0,0,0
"Hspa4l_1",152,95,149.5,121.75,101.75,114.25,104.5,152.75
"Plk4_1",248.22,75.67,227.7,139.74,124.02,133.81,121.07,214.23
"Mfsd8_1",281.5,210.75,258.45,330.55,295.85,199.75,297.02,255.55
"Abhd18_1",212.87,157.55,245.66,262.43,251.43,149.46,247.86,237.57
"Cyp2u1_1",0,0,0.5,0,0,0,0,0
"Sgms2_1",4.25,0,0,0,0.5,1.5,0.6,1
"Mup9_1",0,0,0,0,0,0,0,0
"Mup13_1",0,0,0,0,0,0,0,0
"Mup14_1",0,0,0,0,0,0,0,0
"Mup-ps12_1",18.46,4.69,10.44,7.53,10.21,11.5,8.72,14.85
"Mup15_1",0,0,0,0,0,0,0,0
"Mup16_1",0,0,0,0,0,0,0,0
"Foxd3_1",0,0,0,0,0,0,0,0
"Alg6_1",105.75,56,99.75,97.5,108.5,65.5,90.1,100
"Itgb3bp_1",93.74,55.08,84.42,106.41,89.53,63.86,109.56,84.92
"Efcab7_1",58.83,35.58,60.08,60.33,59.5,40.25,64.25,58.75
"Pgm2_1",399.92,222.83,412.58,339.75,309.25,275.75,319.92,362.58
